Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,KO,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity
3300009668 assembled Ga0116180_100163315,Ga0116180_100163315,methyl-coenzyme M reductase alpha subunit,3300009668,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC073_MetaG (*) (MER-FS) (assembled),1,1707,569,Ga0116180_1001633,,Ga0116180_1001633,18715,0.57,164,"COG4058===Methyl coenzyme M reductase, alpha subunit===982.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300029813 assembled Ga0311296_11006381,Ga0311296_11006381,methyl-coenzyme M reductase alpha subunit,3300029813,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 8 Core 34 (*) (MER-FS) (assembled)",1,1290,429,Ga0311296_1100638,,Ga0311296_1100638,3297,0.47,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===551.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Cold seeps,Marine,Sediment,marine sediment,,,,
3300009772 assembled Ga0116162_100328571,Ga0116162_100328571,methyl-coenzyme M reductase alpha subunit,3300009772,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Hong Kong - AD_UKC105_MetaG (*) (MER-FS) (assembled),1,1215,405,Ga0116162_10032857,,Ga0116162_10032857,2598,0.59,16,"COG4058===Methyl coenzyme M reductase, alpha subunit===677.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300025480 assembled Ga0208688_10098873,Ga0208688_10098873,methyl-coenzyme M reductase alpha subunit,3300025480,"Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2015DPH_6_150 (SPAdes) (version 2) (*) (MER-FS) (assembled)",1,1653,550,Ga0208688_1009887,,Ga0208688_1009887,2794,0.57,9,"COG4058===Methyl coenzyme M reductase, alpha subunit===977.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Wetlands,Soil,Peat,Peatland,,,,
3300029812 assembled Ga0311295_11755802,Ga0311295_11755802,methyl-coenzyme M reductase alpha subunit,3300029812,"Marine sediment microbial communities from Washington margin, Washington, USA - Site 2 Core 4 (*) (MER-FS) (assembled)",1,1710,569,Ga0311295_1175580,,Ga0311295_1175580,4133,0.5,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===756",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Cold seeps,Marine,Sediment,marine sediment,,,,
3300027900 assembled Ga0209253_101104461,Ga0209253_101104461,methyl-coenzyme M reductase alpha subunit,3300027900,"Freshwater lake sediment microbial communities from the University of Notre Dame, USA, for methane emissions studies - BRP12 BR (SPAdes) (version 2) (*) (MER-FS) (assembled)",1,1317,438,Ga0209253_10110446,,Ga0209253_10110446,2247,0.58,8,"COG4058===Methyl coenzyme M reductase, alpha subunit===780.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Sediment,Freshwater lake sediment,,,,
3300028593 assembled Ga0255347_10162235,Ga0255347_10162235,methyl-coenzyme M reductase alpha subunit,3300028593,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - plant24 (*) (MER-FS) (assembled)",1,1704,567,Ga0255347_1016223,,Ga0255347_1016223,6361,0.5,38,"COG4058===Methyl coenzyme M reductase, alpha subunit===979.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,WWTP,Unclassified,Wastewater,Unclassified,wastewater,,,,
3300032401 assembled Ga0315275_100324471,Ga0315275_100324471,methyl-coenzyme M reductase alpha subunit,3300032401,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G03_0 (*) (MER-FS) (assembled)",1,1704,567,Ga0315275_10032447,,Ga0315275_10032447,5488,0.53,15,"COG4058===Methyl coenzyme M reductase, alpha subunit===941.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300021255 assembled Ga0223825_125089275,Ga0223825_125089275,methyl-coenzyme M reductase alpha subunit,3300021255,Sheep rumen microbial communities from New Zealand - Tag 1494 SPADES assembly (*) (MER-FS) (assembled),1,1677,558,Ga0223825_12508927,,Ga0223825_12508927,18539,0.31,18,"COG4058===Methyl coenzyme M reductase, alpha subunit===1061.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Stomach,Digestive system,Rumen,Cattle and sheep rumen,,,,
3300009711 assembled Ga0116166_100003264,Ga0116166_100003264,methyl-coenzyme M reductase alpha subunit,3300009711,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNMR2_MetaG (*) (MER-FS) (assembled),1,1656,552,Ga0116166_1000032,,Ga0116166_1000032,120965,0.4,31,"COG4058===Methyl coenzyme M reductase, alpha subunit===1091.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300009664 assembled Ga0116146_10026097,Ga0116146_10026097,methyl-coenzyme M reductase alpha subunit,3300009664,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNHG2_MetaG (*) (MER-FS) (assembled),1,1707,569,Ga0116146_1002609,,Ga0116146_1002609,15809,0.57,107,"COG4058===Methyl coenzyme M reductase, alpha subunit===969.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300028581 assembled Ga0247840_101487771,Ga0247840_101487771,methyl-coenzyme M reductase alpha subunit,3300028581,"Freshwater microbial communities from meromictic Lake La Cruz, Castile-La Mancha, Spain - LaCruzMarch2015_17m (*) (MER-FS) (assembled)",1,1413,471,Ga0247840_10148777,,Ga0247840_10148777,1413,0.57,14,"COG4058===Methyl coenzyme M reductase, alpha subunit===821.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Unclassified,freshwater,,,,
3300009111 assembled Ga0115026_100234073,Ga0115026_100234073,methyl-coenzyme M reductase alpha subunit,3300009111,"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Mud_0915_D1 (*) (MER-FS) (assembled)",1,1665,555,Ga0115026_10023407,,Ga0115026_10023407,3057,0.59,8,"COG4058===Methyl coenzyme M reductase, alpha subunit===976.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Wetlands,Freshwater,Sediment,Wetland,,,,
3300025867 assembled Ga0209098_100093111,Ga0209098_100093111,methyl-coenzyme M reductase alpha subunit,3300025867,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from Japan - AD_JPNHW1_MetaG (SPAdes) (version 2) (*) (MER-FS) (assembled),1,1686,561,Ga0209098_1000931,,Ga0209098_1000931,29873,0.52,15,"COG4058===Methyl coenzyme M reductase, alpha subunit===983.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300022243 assembled Ga0236238_10141142,Ga0236238_10141142,methyl-coenzyme M reductase alpha subunit,3300022243,"Activated sludge microbial communities from anaerobic bioreactor in Hunan University, Changsha, China - 2 (*) (MER-FS) (assembled)",1,1680,559,Ga0236238_1014114,,Ga0236238_1014114,3518,0.57,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===957.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,activated sludge,,,,
3300017998 assembled Ga0187870_10405652,Ga0187870_10405652,methyl-coenzyme M reductase alpha subunit,3300017998,"Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_13_150 (*) (MER-FS) (assembled)",1,1485,495,Ga0187870_1040565,,Ga0187870_1040565,2067,0.57,5,"COG4058===Methyl coenzyme M reductase, alpha subunit===887.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Wetlands,Soil,Peat,Peatland,,,,
3300009153 assembled Ga0105094_100203072,Ga0105094_100203072,methyl-coenzyme M reductase alpha subunit,3300009153,"Freshwater sediment microbial communities from Prairie Pothole Lake near Jamestown, North Dakota, USA - PPLs Lake P8 Core (3) Depth 10-12cm March2015 (*) (MER-FS) (assembled)",1,1710,570,Ga0105094_10020307,,Ga0105094_10020307,3599,0.55,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===969.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Lake,Freshwater,Sediment,Freshwater sediment,,,,
3300010382 assembled Ga0136546_10068610,Ga0136546_10068610,methyl-coenzyme M reductase alpha subunit,3300010382,"Methanogenic microbial communities from bioreactors in Yantai Institute of Oceanology, CAS, Yantai, China - reactor 1 (*) (MER-FS) (assembled)",1,1653,551,Ga0136546_100686,,Ga0136546_100686,15970,0.39,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1081.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Marine sediment inoculum,Continuous culture,Unclassified,bioreactor,,,,
3300031463 assembled Ga0272448_10181832,Ga0272448_10181832,methyl-coenzyme M reductase alpha subunit,3300031463,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - YNP-CB-019-1 (*) (MER-FS) (assembled)",1,1698,565,Ga0272448_1018183,,Ga0272448_1018183,6482,0.45,42,"COG4058===Methyl coenzyme M reductase, alpha subunit===1088.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hot (42-90C),Thermal springs,Sediment,sediment,,,,
3300012931 assembled Ga0153915_100396921,Ga0153915_100396921,methyl-coenzyme M reductase alpha subunit,3300012931,"Freshwater wetland microbial communities from Ohio, USA - Open water 3 Core 3 Depth 3 metaG (*) (MER-FS) (assembled)",1,1437,479,Ga0153915_10039692,,Ga0153915_10039692,4778,0.57,56,"COG4058===Methyl coenzyme M reductase, alpha subunit===813.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Wetlands,Freshwater,Unclassified,freshwater wetlands,,,,
3300021288 assembled Ga0214511_10065303,Ga0214511_10065303,methyl-coenzyme M reductase alpha subunit,3300021288,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen5, Rep 3, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,1569,523,Ga0214511_1006530,,Ga0214511_1006530,2443,0.41,1507,"COG4058===Methyl coenzyme M reductase, alpha subunit===986.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Large intestine,Digestive system,Fecal,Goat feces,,,,
3300014887 assembled Ga0180302_100395771,Ga0180302_100395771,methyl-coenzyme M reductase alpha subunit,3300014887,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Guay17, Core 4571-4, 12-15 cm (*) (MER-FS) (assembled)",1,1908,636,Ga0180302_10039577,,Ga0180302_10039577,2258,0.57,54,"COG4058===Methyl coenzyme M reductase, alpha subunit===474.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,
3300022661 assembled Ga0216339_1000336516,Ga0216339_1000336516,methyl-coenzyme M reductase alpha subunit,3300022661,"Goat fecal pellet fungal communities from Santa Barbara, California, USA - diluted pellet 2 (v2) (version 2) (*) (MER-FS) (assembled)",1,1707,568,Ga0216339_10003365,,Ga0216339_10003365,47514,0.51,44,"COG4058===Methyl coenzyme M reductase, alpha subunit===981.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Mammals,Large intestine,Digestive system,Fecal,Goat feces,,,,
3300013883 assembled Ga0181297_1006407,Ga0181297_1006407,methyl-coenzyme M reductase alpha subunit,3300013883,"laboratory microbial enrichments from Reconcavo Basin petroleum reservoir, Newcastle Upon Tyne, UK - 15 gl 40C L2 15gl 40C L2 (*) (MER-FS) (assembled)",1,1707,569,Ga0181297_100640,,Ga0181297_100640,7957,0.6,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===961.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Lab enrichment,Anaerobic media,Defined media,Unclassified,Laboratory microcosms,,,,
3300028327 assembled Ga0268262_100127291,Ga0268262_100127291,methyl-coenzyme M reductase alpha subunit,3300028327,"Nasutitermes corniger P3 segment gut microbial community from laboratory colony in Florida, USA - Nc150 P3 (SPAdes) (version 2) (*) (MER-FS) (assembled)",1,1236,412,Ga0268262_10012729,,Ga0268262_10012729,6978,0.55,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===645",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Host-associated,Arthropoda: Insects,Gut,Digestive system,Unclassified,Termite gut,,,,
3300017814 assembled Ga0183095_1045832,Ga0183095_1045832,methyl-coenzyme M reductase alpha subunit,3300017814,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 4 (v2) (version 3) (*) (MER-FS) (assembled)",1,1665,554,Ga0183095_10458,,Ga0183095_10458,126611,0.56,42,"COG4058===Methyl coenzyme M reductase, alpha subunit===890",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Bioreactor,,,,
3300025683 assembled Ga0208564_10113164,Ga0208564_10113164,methyl-coenzyme M reductase alpha subunit,3300025683,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC073_MetaG (SPAdes) (version 2) (*) (MER-FS) (assembled),1,1707,568,Ga0208564_1011316,,Ga0208564_1011316,4865,0.59,140,"COG4058===Methyl coenzyme M reductase, alpha subunit===974.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Anaerobic digestor sludge,,,,
3300014847 assembled Ga0182795_10000183,Ga0182795_10000183,methyl-coenzyme M reductase alpha subunit,3300014847,"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS866 IDBA reassembly (rename) (*) (MER-FS) (assembled)",1,1659,553,Ga0182795_100001,,Ga0182795_100001,143513,0.41,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1124.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Hydrothermal vents,Marine,Diffuse flow,hydrothermal vent diffuse flow,,,,
3300018012 assembled Ga0187810_100207171,Ga0187810_100207171,methyl-coenzyme M reductase alpha subunit,3300018012,"Wetland sediment microbial communities from Neuse River Estuary, North Carolina, USA - ASW_5 (*) (MER-FS) (assembled)",1,1503,501,Ga0187810_10020717,,Ga0187810_10020717,2363,0.58,48,"COG4058===Methyl coenzyme M reductase, alpha subunit===879.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Aquatic,Wetlands,Freshwater,Sediment,Freshwater sediment,,,,
3300009359 assembled Ga0116006_10048051,Ga0116006_10048051,methyl-coenzyme M reductase alpha subunit,3300009359,Final time point T65 (3) (live) benzoate enrichments of Methanogenic microbial communities using Athabasca oil sands as inoculum DE NOVO (2) (*) (MER-FS) (assembled),1,1293,431,Ga0116006_1004805,,Ga0116006_1004805,1688,0.43,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===854.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Unclassified,Oil reservoir,Unclassified,Oil Sands,,,,
3300022235 assembled Ga0236245_100217710,Ga0236245_100217710,methyl-coenzyme M reductase alpha subunit,3300022235,"Activated sludge microbial communities from anaerobic bioreactor in Hunan University, Changsha, China - 9 (*) (MER-FS) (assembled)",1,1653,550,Ga0236245_1002177,,Ga0236245_1002177,9833,0.49,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1125.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,activated sludge,,,,
3300029825 assembled Ga0134835_100030075,Ga0134835_100030075,methyl-coenzyme M reductase alpha subunit,3300029825,"Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-2-440-M (*) (MER-FS) (assembled)",1,1656,551,Ga0134835_1000300,,Ga0134835_1000300,68280,0.39,203,"COG4058===Methyl coenzyme M reductase, alpha subunit===1062.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,Fermentation pit mud,,,,
3300009121 assembled Ga0118671_10060581,Ga0118671_10060581,methyl-coenzyme M reductase alpha subunit,3300009121,"Syntrophic microbial communities from biogas reactors in Seattle, WA - R1.C12.But.A IDBA (*) (MER-FS) (assembled)",1,1335,445,Ga0118671_1006058,,Ga0118671_1006058,5001,0.58,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===749",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Engineered,Wastewater,Unclassified,Anaerobic digestor,Unclassified,anaerobic wastewater sludge,,,,
3300014257 assembled Ga0075319_10013663,Ga0075319_10013663,methyl-coenzyme M reductase alpha subunit,3300014257,"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration - MayberryNE_TuleC_D1 (*) (MER-FS) (assembled)",1,1653,551,Ga0075319_1001366,,Ga0075319_1001366,2974,0.45,7,"COG4058===Methyl coenzyme M reductase, alpha subunit===1053.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Wetlands,Soil,Unclassified,Natural and restored wetlands,,,,
3300018013 assembled Ga0187873_10098992,Ga0187873_10098992,methyl-coenzyme M reductase alpha subunit,3300018013,"Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_16_100 (*) (MER-FS) (assembled)",1,1677,558,Ga0187873_1009899,,Ga0187873_1009899,5706,0.51,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===994.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],Environmental,Terrestrial,Wetlands,Soil,Peat,Peatland,,,,
