Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,KO,NCBI Assembly Accession,NCBI Bioproject Accession,NCBI Biosample Accession,NCBI GenBank ID,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity
3300056977 assembled Ga0558062_0005078_22433_24109,null,methyl-coenzyme M reductase alpha subunit,3300056977,"Glacial till microbial communities from Anvers Island, Antarctica - APS1_3C_T0 (*) (MER-FS) (assembled)",2,1677,558,Ga0558062_0005078,,Ga0558062_0005078,33963,0.48,48,"COG4058===Methyl coenzyme M reductase, alpha subunit===988.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Glacial till,Soil,Unclassified,Glacial till,,,,
3300035333 assembled Ga0393866_2451_287_1990,Ga0393866_9311,methyl-coenzyme M reductase alpha subunit,3300035333,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_2b_27 mgh (*) (MER-FS) (assembled)",2,1704,567,Ga0393866_2451,,Ga0393866_2451,5674,0.56,8,"COG4058===Methyl coenzyme M reductase, alpha subunit===985",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,wastewater,,,,
3300038743 assembled Ga0417229_000119_16180_17850,null,methyl-coenzyme M reductase alpha subunit,3300038743,"Sediment microbial communities from mud volcano in Sakhalin, Russia - Sakh5 (*) (MER-FS) (assembled)",2,1671,556,Ga0417229_000119,,Ga0417229_000119,118117,0.55,9,"COG4058===Methyl coenzyme M reductase, alpha subunit===1016.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Unclassified,Mud volcano,Unclassified,sediment,,,,
3300036909 assembled Ga0334872_006838_2_1333,null,methyl-coenzyme M reductase alpha subunit,3300036909,"Peat soil microbial communities from Stordalen Mire, Sweden - 715 E1 20-24 (*) (MER-FS) (assembled)",2,1332,444,Ga0334872_006838,,Ga0334872_006838,8639,0.39,14,"COG4058===Methyl coenzyme M reductase, alpha subunit===835.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA621614,SAMN14515080,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300051833 assembled Ga0528610_000287_14032_15684,null,methyl-coenzyme M reductase alpha subunit,3300051833,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 10.T.8_1.1 (*) (MER-FS) (assembled)",2,1653,550,Ga0528610_000287,,Ga0528610_000287,49675,0.49,52,"COG4058===Methyl coenzyme M reductase, alpha subunit===1123.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300031885 assembled Ga0315285_1000168611,Ga0315285_1000168611,methyl-coenzyme M reductase alpha subunit,3300031885,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL17G09_36 (*) (MER-FS) (assembled)",2,1689,562,Ga0315285_10001686,,Ga0315285_10001686,23180,0.51,63,"COG4058===Methyl coenzyme M reductase, alpha subunit===984",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA539327,SAMN11532448,,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300051621 assembled Ga0527697_001042_7742_9397,null,methyl-coenzyme M reductase alpha subunit,3300051621,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 3.M.8_9.2 (*) (MER-FS) (assembled)",2,1656,551,Ga0527697_001042,,Ga0527697_001042,24232,0.37,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===1105.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300037109 assembled Ga0395722_0047919_800_2116,null,methyl-coenzyme M reductase alpha subunit,3300037109,"Peatland microbial communities from Stordalen Mire, Sweden - 713 C-2-X0 (*) (MER-FS) (assembled)",2,1317,438,Ga0395722_0047919,,Ga0395722_0047919,2117,0.54,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===788.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA618096,SAMN14506014,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300034686 assembled Ga0334891_011802_2_1612,Ga0334891_168921,methyl-coenzyme M reductase alpha subunit,3300034686,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_08-R1 (*) (MER-FS) (assembled)",2,1611,537,Ga0334891_011802,,Ga0334891_011802,4726,0.45,62,"COG4058===Methyl coenzyme M reductase, alpha subunit===1046.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567727,SAMN12794862,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300033178 assembled Ga0334885_100291714,Ga0334885_100291714,methyl-coenzyme M reductase alpha subunit,3300033178,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_05-R1 (*) (MER-FS) (assembled)",2,1680,559,Ga0334885_1002917,,Ga0334885_1002917,16744,0.63,341,"COG4058===Methyl coenzyme M reductase, alpha subunit===933.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567721,SAMN12794858,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300038971 assembled Ga0416715_1613892_3_1451,null,methyl-coenzyme M reductase alpha subunit,3300038971,"Freshwater sediment microbial communities from the Saint-Maurice River, Canada - CA-10-3_at_6-7_cm (*) (MER-FS) (assembled)",2,1449,482,Ga0416715_1613892,,Ga0416715_1613892,1514,0.59,7,"COG4058===Methyl coenzyme M reductase, alpha subunit===876.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,River,Freshwater,Sediment,Freshwater sediment,,,,
3300035659 assembled Ga0373628_0139952_850_2538,null,methyl-coenzyme M reductase alpha subunit,3300035659,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL18G_13-A (*) (MER-FS) (assembled)",2,1689,562,Ga0373628_0139952,,Ga0373628_0139952,2551,0.58,253,"COG4058===Methyl coenzyme M reductase, alpha subunit===981",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA622220,SAMN14515335,,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300039477 assembled Ga0435838_011481_77_1729,null,methyl-coenzyme M reductase alpha subunit,3300039477,"Tundra field soil microbial communities from Alaska Tundra, USA - AK5YR 5C 15-25cm (*) (MER-FS) (assembled)",2,1653,550,Ga0435838_011481,,Ga0435838_011481,3179,0.44,15,"COG4058===Methyl coenzyme M reductase, alpha subunit===1059.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJEB31848,SAMEA5534329,,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Tundra field soil,,,,
3300033169 assembled Ga0334887_100007035,Ga0334887_100007035,methyl-coenzyme M reductase alpha subunit,3300033169,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_18_07-R1 (*) (MER-FS) (assembled)",2,1653,550,Ga0334887_1000070,,Ga0334887_1000070,149745,0.37,140,"COG4058===Methyl coenzyme M reductase, alpha subunit===1111.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567723,SAMN12796019,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300038985 assembled Ga0393737_002785_1283_3004,null,methyl-coenzyme M reductase alpha subunit,3300038985,"Paddy soil microbial communities from Vercelli, Italy - timepoint1 (*) (MER-FS) (assembled)",2,1722,573,Ga0393737_002785,,Ga0393737_002785,8638,0.45,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1057.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Paddy field/soil,Soil,Unclassified,Paddy soil,,,,
3300040733 assembled Ga0439193_002132_80_1759,null,methyl-coenzyme M reductase alpha subunit,3300040733,"Lab-enriched soil microbial communities from a contaminated agricultural site, Guadeloupe, France - AlphaHCH MSP (*) (MER-FS) (assembled)",2,1680,559,Ga0439193_002132,,Ga0439193_002132,12727,0.56,43,"COG4058===Methyl coenzyme M reductase, alpha subunit===943.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Unclassified,Soil,Contaminated,soil,,,,
3300039520 assembled Ga0435845_002470_2737_4389,null,methyl-coenzyme M reductase alpha subunit,3300039520,"Tundra field soil microbial communities from Alaska Tundra, USA - AK5YR 6T 45-55cm (*) (MER-FS) (assembled)",2,1653,550,Ga0435845_002470,,Ga0435845_002470,4577,0.56,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===979",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJEB31848,SAMEA5534348,,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Tundra field soil,,,,
3300033175 assembled Ga0334890_100007420,Ga0334890_100007420,methyl-coenzyme M reductase alpha subunit,3300033175,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_08-R1 (*) (MER-FS) (assembled)",2,1680,559,Ga0334890_1000074,,Ga0334890_1000074,173106,0.6,353,"COG4058===Methyl coenzyme M reductase, alpha subunit===936.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567726,SAMN12796082,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300045018 assembled Ga0438304_0002559_5188_6876,null,methyl-coenzyme M reductase alpha subunit,3300045018,"Freshwater microbial communities from Matano Lake, South Sulawesi, Indonesia - Matano_300m_2014 (*) (MER-FS) (assembled)",2,1689,562,Ga0438304_0002559,,Ga0438304_0002559,14920,0.56,84,"COG4058===Methyl coenzyme M reductase, alpha subunit===979.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Lake,Freshwater,Unclassified,Freshwater,,,,
3300033164 assembled Ga0334894_10358501,Ga0334894_10358501,methyl-coenzyme M reductase alpha subunit,3300033164,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_12_05 R3 (*) (MER-FS) (assembled)",2,1230,410,Ga0334894_1035850,,Ga0334894_1035850,1232,0.65,15,"COG4058===Methyl coenzyme M reductase, alpha subunit===701",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567730,SAMN12795551,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300044580 assembled Ga0485776_0000238_128752_130455,null,methyl-coenzyme M reductase alpha subunit,3300044580,"Lab-enriched pulp mill granules microbial communities from University of Toronto, Ontario, Canada - AG-PH msp (*) (MER-FS) (assembled)",2,1704,567,Ga0485776_0000238,,Ga0485776_0000238,143498,0.42,21,"COG4058===Methyl coenzyme M reductase, alpha subunit===976.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Settled granule,Anaerobic,Unclassified,pulp mill granules,,,,
3300051505 assembled Ga0527663_026761_77_1744,null,methyl-coenzyme M reductase alpha subunit,3300051505,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 3.M.7_7.1 (*) (MER-FS) (assembled)",2,1668,555,Ga0527663_026761,,Ga0527663_026761,2196,0.37,7,"COG4058===Methyl coenzyme M reductase, alpha subunit===1031.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300050375 assembled Ga0506672_005166_1017_2669,null,methyl-coenzyme M reductase alpha subunit,3300050375,"Peatland microbial communities from Stordalen Mire, Sweden - BT18-03_D100 (version 3) (*) (MER-FS) (assembled)",2,1653,550,Ga0506672_005166,,Ga0506672_005166,5987,0.42,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===1058.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Peat,Soil,Mire,soil,,,,
3300043295 assembled Ga0439229_018663_2506_3915,null,methyl-coenzyme M reductase alpha subunit,3300043295,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA - P21_D8 (v2) (version 2) (*) (MER-FS) (assembled)",2,1410,470,Ga0439229_018663,,Ga0439229_018663,3917,0.51,9,"COG4058===Methyl coenzyme M reductase, alpha subunit===818.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA711491,SAMN18251571,,Environmental,Terrestrial,Wetlands,Soil,Peat,peat soil,,,,
3300033166 assembled Ga0334900_100164417,Ga0334900_100164417,methyl-coenzyme M reductase alpha subunit,3300033166,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_08-R3 (*) (MER-FS) (assembled)",2,1653,550,Ga0334900_1001644,,Ga0334900_1001644,22980,0.37,402,"COG4058===Methyl coenzyme M reductase, alpha subunit===1072.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567735,SAMN12796119,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300035179 assembled Ga0373630_0003049_148_1815,Ga0373630_169807,methyl-coenzyme M reductase alpha subunit,3300035179,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL18G_13-C (*) (MER-FS) (assembled)",2,1668,555,Ga0373630_0003049,,Ga0373630_0003049,23820,0.55,60,"COG4058===Methyl coenzyme M reductase, alpha subunit===964.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA622222,SAMN14515849,,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300036984 assembled Ga0393270_0017198_761_2449,null,methyl-coenzyme M reductase alpha subunit,3300036984,"Sediment microbial communities from Lake Zug, Canton of Zug, Switzerland - LZug_2.5 (*) (MER-FS) (assembled)",2,1689,562,Ga0393270_0017198,,Ga0393270_0017198,2508,0.52,34,"COG4058===Methyl coenzyme M reductase, alpha subunit===984.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620356,SAMN14511423,,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,
3300033405 assembled Ga0326727_100662484,Ga0326727_100662484,methyl-coenzyme M reductase alpha subunit,3300033405,"Lab enriched peat soil microbial communities from McLean, Ithaca, NY, United States - MB29MY (*) (MER-FS) (assembled)",2,1677,558,Ga0326727_10066248,,Ga0326727_10066248,5304,0.54,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===985.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA539174,SAMN11532580,,Environmental,Terrestrial,Wetlands,Soil,Peat,peat soil,,,,
3300051024 assembled Ga0527628_001232_22133_23614,null,methyl-coenzyme M reductase alpha subunit,3300051024,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 10.T.7_4.2 (*) (MER-FS) (assembled)",2,1482,493,Ga0527628_001232,,Ga0527628_001232,23615,0.61,82,"COG4058===Methyl coenzyme M reductase, alpha subunit===937.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300043175 assembled Ga0484856_0005392_4769_6475,null,methyl-coenzyme M reductase alpha subunit,3300043175,"Desert spring benthic microbial communities from Nevada, United States - Crystal Pool (CP_S2) (coverage test 16Gb) (version 2) (*) (MER-FS) (assembled)",2,1707,568,Ga0484856_0005392,,Ga0484856_0005392,11634,0.59,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===974.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA654271,SAMN15741585,,Environmental,Aquatic,Tepid (25-34C),Thermal springs,Unclassified,Desert spring,,,7.4,
3300033141 assembled Ga0366833_100098940,Ga0366833_100098940,methyl-coenzyme M reductase alpha subunit,3300033141,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Megamat, Core 4486-22, Meg22, 10-12 cm (*) (MER-FS) (assembled)",2,1803,600,Ga0366833_1000989,,Ga0366833_1000989,52825,0.32,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===559.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,
3300037209 assembled Ga0395675_001168_2387_4063,null,methyl-coenzyme M reductase alpha subunit,3300037209,"Peatland microbial communities from Stordalen Mire, Sweden - 711 E-1-M (*) (MER-FS) (assembled)",2,1677,558,Ga0395675_001168,,Ga0395675_001168,8003,0.53,15,"COG4058===Methyl coenzyme M reductase, alpha subunit===995",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA618301,SAMN14504106,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300055518 assembled Ga0556734_008980_357_2033,null,methyl-coenzyme M reductase alpha subunit,3300055518,"Glacial till microbial communities from Anvers Island, Antarctica - 16O.2W.11 SIP fraction (*) (MER-FS) (assembled)",2,1677,558,Ga0556734_008980,,Ga0556734_008980,2833,0.53,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===991.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Glacial till,Soil,Unclassified,Glacial till,,,,
3300051019 assembled Ga0526686_0247546_575_1855,null,methyl-coenzyme M reductase alpha subunit,3300051019,"Soil microbial communities from lacustrine wetlands, Lake Washington, Seattle, WA, USA - LW1_C2_Btm (*) (MER-FS) (assembled)",2,1281,426,Ga0526686_0247546,,Ga0526686_0247546,1857,0.61,21,"COG4058===Methyl coenzyme M reductase, alpha subunit===781.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Wetlands,Freshwater,Soil,soil,,,,
3300048069 assembled Ga0497330_001490_2869_4545,null,methyl-coenzyme M reductase alpha subunit,3300048069,"Peatland microbial communities from Stordalen Mire, Sweden - EG-14_pre-inc (version 2) (*) (MER-FS) (assembled)",2,1677,558,Ga0497330_001490,,Ga0497330_001490,4655,0.56,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===994.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Peat,Soil,Mire,soil,,,,
3300049934 assembled Ga0526394_0022941_2_1474,null,methyl-coenzyme M reductase alpha subunit,3300049934,"Sediment microbial communities from freshwater Prado Wetlands in Corona, California, USA - ZJ_Prado_148 re-annotation (*) (MER-FS) (assembled)",2,1473,491,Ga0526394_0022941,,Ga0526394_0022941,5343,0.41,22,"COG4058===Methyl coenzyme M reductase, alpha subunit===950.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Wetlands,Freshwater,Sediment,Sediment,,,,
3300057059 assembled Ga0573184_000197_9856_11535,null,methyl-coenzyme M reductase alpha subunit,3300057059,"Lab enriched sediment microbial communities from hydrocarbon-contaminated retail site, Toronto, Canada - Cartch44A2 msp (*) (MER-FS) (assembled)",2,1680,559,Ga0573184_000197,,Ga0573184_000197,28011,0.54,502,"COG4058===Methyl coenzyme M reductase, alpha subunit===942.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Lab enrichment,Anaerobic media,Defined media,Unclassified,sediment,,,,
