GeneCart_GenomeID,1,Gene ID,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Specific Ecosystem,,Habitat,NCBI Species
3300004628,assembled,Ga0395627_0007177_2129_3808,Permanent Draft,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA","Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 4 (version 1)",DOE Joint Genome Institute  (JGI),3300004628,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,Bioreactor,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA"
3300004063,assembled,Ga0395627_0051402_2_1435,Permanent Draft,"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration","Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - RushMan_CattailNLB_D2",DOE Joint Genome Institute  (JGI),3300004063,Environmental,Aquatic,Marine,Wetlands,Unclassified,Environmental,Aquatic,Marine,Wetlands,Unclassified,,Natural and restored wetlands,"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration"
3300002963,assembled,Ga0395628_0003958_2640_4328,Draft,"Feedstock adapted compost microbial communities from Newby Island compost facility, Milpitas CA","Feedstock adapted compost microbial communities from Newby Island compost facility, Milpitas, CA, USA - starting DNA",DOE Joint Genome Institute  (JGI),3300002963,Engineered,Solid waste,Feedstock,Composting,Unclassified,Engineered,Solid waste,Feedstock,Composting,Unclassified,,Feedstock adapted compost,"Feedstock adapted compost microbial communities from Newby Island compost facility, Milpitas CA"
3300002963,assembled,Ga0395628_0005777_1179_2855,Draft,"Feedstock adapted compost microbial communities from Newby Island compost facility, Milpitas CA","Feedstock adapted compost microbial communities from Newby Island compost facility, Milpitas, CA, USA - starting DNA",DOE Joint Genome Institute  (JGI),3300002963,Engineered,Solid waste,Feedstock,Composting,Unclassified,Engineered,Solid waste,Feedstock,Composting,Unclassified,,Feedstock adapted compost,"Feedstock adapted compost microbial communities from Newby Island compost facility, Milpitas CA"
3300002898,assembled,Ga0395628_0010485_17_1438,Permanent Draft,"Biogas fermenter microbial communities from the University of Hamburg, Germany",Metagenome Biopara biogasfermenter May 2013 pooled,,3300002898,Engineered,Unclassified,Unclassified,Unclassified,Unclassified,Engineered,Unclassified,Unclassified,Unclassified,Unclassified,,Biogas fermenter,"Biogas fermenter microbial communities from the University of Hamburg, Germany"
3300002733,assembled,Ga0395630_031072_2_1603,Permanent Draft,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia","Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia, Sample - Codie-8 produced water",,3300002733,Environmental,Terrestrial,Deep subsurface,Unclassified,Unclassified,Environmental,Terrestrial,Deep subsurface,Unclassified,Unclassified,,Coal-bed methane well,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia"
3300002733,assembled,Ga0395631_0000146_5269_6984,Permanent Draft,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia","Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia, Sample - Codie-8 produced water",,3300002733,Environmental,Terrestrial,Deep subsurface,Unclassified,Unclassified,Environmental,Terrestrial,Deep subsurface,Unclassified,Unclassified,,Coal-bed methane well,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia"
3300002733,assembled,Ga0395631_0004101_12418_14070,Permanent Draft,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia","Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia, Sample - Codie-8 produced water",,3300002733,Environmental,Terrestrial,Deep subsurface,Unclassified,Unclassified,Environmental,Terrestrial,Deep subsurface,Unclassified,Unclassified,,Coal-bed methane well,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia"
3300002733,assembled,Ga0395633_0004476_4558_6234,Permanent Draft,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia","Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia, Sample - Codie-8 produced water",,3300002733,Environmental,Terrestrial,Deep subsurface,Unclassified,Unclassified,Environmental,Terrestrial,Deep subsurface,Unclassified,Unclassified,,Coal-bed methane well,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia"
3300002733,assembled,Ga0395633_0031014_784_2160,Permanent Draft,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia","Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia, Sample - Codie-8 produced water",,3300002733,Environmental,Terrestrial,Deep subsurface,Unclassified,Unclassified,Environmental,Terrestrial,Deep subsurface,Unclassified,Unclassified,,Coal-bed methane well,"Coal-bed methane well microbial communities from Surat Basin, Queensland, Australia"
3300002703,assembled,Ga0395634_0001289_3950_5626,Permanent Draft,Hydrocarbon resource environments microbial communities from Canada and USA,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Microbes from Oil sands tailings Tailings Pond 5 - 2012TP5",McGill University,3300002703,Engineered,Built environment,Tailings pond,Petrochemical,Wastewater,Engineered,Built environment,Tailings pond,Petrochemical,Wastewater,,Hydrocarbon resource environments,Hydrocarbon resource environments microbial communities from Canada and USA
3300002505,assembled,Ga0395634_0022291_1425_2969,Permanent Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Neocapritermes taracua P3 segment gut microbial communities from Petit-Saut dam, French Guiana - Nt197 P3",DOE Joint Genome Institute  (JGI),3300002505,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,,Termite gut,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany"
3300002174,assembled,Ga0395634_0027456_758_2437,Permanent Draft,Biogas fermentation microbial communities from biogas plants in Germany,Biogas fermentation microbial communities from Germany - Plant 2 DNA2,DOE Joint Genome Institute  (JGI),3300002174,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Biogas fermentantion,Biogas fermentation microbial communities from biogas plants in Germany
3300002173,assembled,Ga0395634_0106235_5_1282,Permanent Draft,Biogas fermentation microbial communities from biogas plants in Germany,Biogas fermentation microbial communities from Germany - Plant 2 DNA1,DOE Joint Genome Institute  (JGI),3300002173,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Biogas fermentantion,Biogas fermentation microbial communities from biogas plants in Germany
3300002167,assembled,Ga0395635_0014357_1_1425,Permanent Draft,Biogas fermentation microbial communities from biogas plants in Germany,Biogas fermentation microbial communities from Germany - Plant 4 DNA2,DOE Joint Genome Institute  (JGI),3300002167,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Biogas fermentantion,Biogas fermentation microbial communities from biogas plants in Germany
3300002166,assembled,Ga0395635_0026630_1518_2762,Permanent Draft,Biogas fermentation microbial communities from biogas plants in Germany,Biogas fermentation microbial communities from Germany - Plant 4 DNA1,DOE Joint Genome Institute  (JGI),3300002166,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Biogas fermentantion,Biogas fermentation microbial communities from biogas plants in Germany
3300001914,assembled,Ga0395635_0064528_385_1629,Permanent Draft,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico","Bioremediated contaminated groundwater from EPA Superfund site, New Mexico - Sample HSE6-05",DOE Joint Genome Institute  (JGI),3300001914,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,Environmental,Aquatic,Deep subsurface,Groundwater,Contaminated,,Bioremediated contaminated groundwater,"Bioremediated contaminated groundwater microbial communities from North Railroad Avenue plume (NRAP), New Mexico"
3300001865,assembled,Ga0395639_000164_68905_70581,Permanent Draft,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA","Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 5",DOE Joint Genome Institute  (JGI),3300001865,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,Bioreactor,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA"
3300001688,assembled,Ga0395642_007066_236_1912,Permanent Draft,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste","Activated sludge microbial communities from the University of Illinois, USA - seeded with cattle waste",,3300001688,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,,Activated sludge,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste"
3300001688,assembled,Ga0395642_024005_1130_2782,Permanent Draft,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste","Activated sludge microbial communities from the University of Illinois, USA - seeded with cattle waste",,3300001688,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,,Activated sludge,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste"
3300001688,assembled,Ga0395643_005805_5484_7160,Permanent Draft,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste","Activated sludge microbial communities from the University of Illinois, USA - seeded with cattle waste",,3300001688,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,,Activated sludge,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste"
3300001682,assembled,Ga0395646_013546_3_1454,Permanent Draft,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste","Activated sludge microbial communities from the University of Illinois, USA - seeded with cattle waste",,3300001682,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,,Activated sludge,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste"
3300001682,assembled,Ga0395647_006612_1169_2845,Permanent Draft,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste","Activated sludge microbial communities from the University of Illinois, USA - seeded with cattle waste",,3300001682,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,,Activated sludge,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste"
3300001682,assembled,Ga0395671_001947_9416_11092,Permanent Draft,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste","Activated sludge microbial communities from the University of Illinois, USA - seeded with cattle waste",,3300001682,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,,Activated sludge,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste"
3300001682,assembled,Ga0395671_029180_244_1959,Permanent Draft,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste","Activated sludge microbial communities from the University of Illinois, USA - seeded with cattle waste",,3300001682,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,,Activated sludge,"Activated sludge microbial communities from the University of Illinois, USA, from bioreactors seeded with cattle waste"
3300001580,assembled,Ga0395671_062680_583_1818,Permanent Draft,Hydrocarbon resource environments microbial communities from Canada and USA,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - Microbes from Suncor taillings pond 6 2012TP6_6",McGill University,3300001580,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,Hydrocarbon resource environments,Hydrocarbon resource environments microbial communities from Canada and USA
